CENTNO,CENT_STATE,CENT_CITY,CENT_NAME
153103,BIHAR,SAMASTIPUR,HOLY MISSION HIGH SCHOOL
153104,BIHAR,SAMASTIPUR,CENTRAL PUBLIC SCHOOL
153105,BIHAR,SAMASTIPUR,J.P. CENTRAL SCHOOL
153106,BIHAR,SAMASTIPUR,DAV PUBLIC SCHOOL
153201,BIHAR,SASARAM,DAV PUBLIC SCHOOL
153202,BIHAR,SASARAM,S P JAIN COLLEGE
153203,BIHAR,SASARAM,ST PAUL''S SCHOOL
153204,BIHAR,SASARAM,SRI SHANKAR SR. SEC. SCHOOL TAKIYA SASARAM
153205,BIHAR,SASARAM,BAL VIKAS VIDYALAYA
153301,BIHAR,SHEIKHPURA,"DAV PUBLIC SCHOOL, SHEIKHPURA"
153401,BIHAR,SIWAN,"DAV CENTENARY PUBLIC SCHOOL,SIWAN"
153402,BIHAR,SIWAN,SANGHMITRA PUBLIC SCHOOL
153403,BIHAR,SIWAN,U S C D DAV PUBLIC
153404,BIHAR,SIWAN,MAHABIRI SARASWATI VIDYA MANDIR
153405,BIHAR,SIWAN,DON BOSCO HIGH SCHOOL
153406,BIHAR,SIWAN,IQRA PUBLIC SCHOOL
153407,BIHAR,SIWAN,BK DAV PUBLIC SCHOOL
153408,BIHAR,SIWAN,SARASWATI VIDYA MANDIR
153501,BIHAR,SUPAUL,RASHTRIYA SARVAJANIK MELA PUBLIC SCHOOL MELA ROAD AT+PO+DISTT-SUPAUL.BIHAR PIN-852131
153502,BIHAR,SUPAUL,ST XAVIERS HIGH SCH BRAHAMSTHAN CHOWK SUPAUL BR
150101,BIHAR,GAYA,DAV PUBLIC SCHOOL C.R. R.C. GAYA
150102,BIHAR,GAYA,DELHI PUBLIC SCHOOL DUBHAL CHAND CHAURA GAYA BR
150103,BIHAR,GAYA,CITY PUBLIC SCHOOL
150104,BIHAR,GAYA,D P SARASWATI VIDYA MANDIR KESHAV NAGAR GAYA BR
150105,BIHAR,GAYA,GYAN BHARTI RESIDENTIAL COMPLEX BODH GAYA
150106,BIHAR,GAYA,MODERN ACADEMY ASHOK NGR CHAROVA GAYA BIHAR
150107,BIHAR,GAYA,DAV PUBLIC SCHOOL MANPUR
150108,BIHAR,GAYA,DAV PUBLIC SCHOOL
150201,BIHAR,PATNA,A N COLLEGE
150202,BIHAR,PATNA,"GYAN NIKETAN, VVC"
150203,BIHAR,PATNA,RADIANT INTERNATIONAL SCHOOL
150204,BIHAR,PATNA,DR D Y PATIL PUSHAPALATA PATIL INTERNATIONAL SCHOOL
150205,BIHAR,PATNA,J D WOMEN''S COLLEGE
150206,BIHAR,PATNA,HOLY MISSION SECONDARY SCHOOL
150207,BIHAR,PATNA,ST DOMINIC SAVIO''S HIGH SCHOOL
150208,BIHAR,PATNA,LOYOLA HIGH SCHOOL
150209,BIHAR,PATNA,R.P.S GIRLS'' PUBLIC SCHOOL
150210,BIHAR,PATNA,R.P.S PUBLIC SCHOOL
150211,BIHAR,PATNA,R.P.S.RESIDENTIAL SCHOOL
150212,BIHAR,PATNA,B. D. PUBLIC SCHOOL
150213,BIHAR,PATNA,DAV PUBLIC SCHOOL
150214,BIHAR,PATNA,MILLENNIUM WORLD SCHOOL KANKARBAGH PATNA
150215,BIHAR,PATNA,ACHARYA SHRI SUDARSHAN PATNA CENTRAL SCHOOL
150216,BIHAR,PATNA,DELHI PUBLIC SCHOOL PATNA
150217,BIHAR,PATNA,S.T. RAZA INTERNATIONAL SCHOOL
150218,BIHAR,PATNA,SHIVAM CONVENT NEW BYE PASS RD K BAGH PATNA BR
150219,BIHAR,PATNA,ST. KARENS SECONDARY SCHOOL
150220,BIHAR,PATNA,LITERA VALLEY SCHOOL
150221,BIHAR,PATNA,M S MEMORIAL ACADEMY
150222,BIHAR,PATNA,SCHOOL OF CREATIVE LEARNING
150223,BIHAR,PATNA,BISHOP SCOTT SENIOR SECONDARY GIRLS'' SCHOOL
150224,BIHAR,PATNA,KESHAV SARASWATI VIDYA MANDIR
150225,BIHAR,PATNA,MOTHER''S INTERNATIONAL ACADEMY
150226,BIHAR,PATNA,AMBEDKAR INSTITUTE OF HIGHER EDUCATION MANAGEMENT COLLEGE
150227,BIHAR,PATNA,D.A.V PUBLIC SCHOOL
150228,BIHAR,PATNA,DR. DUKHAN RAM DAV PUBLIC SCHOOL
150229,BIHAR,PATNA,INTERNATIONAL SCHOOL
150230,BIHAR,PATNA,KENDRIYA VIDYALYA DANAPUR CANTT.
150231,BIHAR,PATNA,MOUNT LITRA ZEE SCHOOL SAGUNA
150232,BIHAR,PATNA,PM SHRI KENDRIYA VIDYALAYA
150233,BIHAR,PATNA,TRIBHUVAN SCHOOL PATNA
150234,BIHAR,PATNA,HOLY CROSS INTNL SCHL ASHOPUR DANAPUR PATNA BR
150235,BIHAR,PATNA,TRINITY GLOBAL SCHOOL
150236,BIHAR,PATNA,ABC COLLEGE OF EDUCATION
150237,BIHAR,PATNA,ARMY PUBLIC SCHOOL
150238,BIHAR,PATNA,PATNA DOON PUBLIC SCHOOL
150239,BIHAR,PATNA,BIHTA PUBLIC SCHOOL
150240,BIHAR,PATNA,G D GOENKA PUBLIC SCHOOL
150241,BIHAR,PATNA,GYANODAYA GURUKUL
150242,BIHAR,PATNA,INFANT JESUS SCHOOL
150243,BIHAR,PATNA,MIRZA GHALIB TEACHERS TRAINING COLLEGE
150244,BIHAR,PATNA,OPEN MINDS A BIRLA SCHOOL
150245,BIHAR,PATNA,PM SHRI KENDRIYA VIDYALAYA
150246,BIHAR,PATNA,PRESIDENCY GLOBAL SCHOOL
150247,BIHAR,PATNA,RPS COLLEGE
150248,BIHAR,PATNA,SATYAM INTERNATIONAL INSTITUTE OF TECHNOLOGY
150249,BIHAR,PATNA,HIMALAYAN RESIDENTIAL SCHOOL
150250,BIHAR,PATNA,LEED''S ASIAN SCHOOL
150251,BIHAR,PATNA,FOUNDATION ACAD IIT RES COMPLEX BIHTA PATNA BR
151602,BIHAR,BHAGALPUR,BAL BHARTI VIDYALAYA GAUSHALA ROAD NAUGACHIA
151603,BIHAR,BHAGALPUR,S R VIDYA MANDIR
151604,BIHAR,BHAGALPUR,DAV PUBLIC SCHOOL
151605,BIHAR,BHAGALPUR,DAV PUBLIC SCHOOL BHAGALPUR
151606,BIHAR,BHAGALPUR,ST JOSHEPS SCHOOL
151607,BIHAR,BHAGALPUR,GANPAT RAI SALARPURIA SARASWATI VIDYA MANDIR
151608,BIHAR,BHAGALPUR,OPEN MINDS BHAGALPUR SCHOOL
151609,BIHAR,BHAGALPUR,KENDRIYA VIDYALAYA
151610,BIHAR,BHAGALPUR,DELHI PUBLIC SCHOOL BHAGALPUR DEEKSHAPURAM SABOUR
151701,BIHAR,BUXAR,SARASWATI VIDYA MANDIR
151702,BIHAR,BUXAR,DAV PUBLIC SCHOOL LALGANJ BUXAR BIHAR
151801,BIHAR,DARBHANGA,PUBLIC SCHOOL DARBHANGA
151802,BIHAR,DARBHANGA,DAV PUBLIC SCHOOL
151803,BIHAR,DARBHANGA,JESUS & MARY ACADEMY
151804,BIHAR,DARBHANGA,HOLY CROSS SCHOOL
151805,BIHAR,DARBHANGA,MAHATMA GANDHI SHIKSHAN SANSTHAN
151806,BIHAR,DARBHANGA,ROSE PUBLIC SCHOOL
151807,BIHAR,DARBHANGA,HARROW ENGLISH SCHOOL
151808,BIHAR,DARBHANGA,HOLY MARY INTERNATIONAL SCHOOL
151809,BIHAR,DARBHANGA,WOODBINE MODERN SCHOOL
151810,BIHAR,DARBHANGA,BKD GOVT BOYS HIGH SCHOOL (ZILA SCHOOL)
151811,BIHAR,DARBHANGA,NEW HORIZON PUBLIC SCHOOL
151812,BIHAR,DARBHANGA,DELHI PUBLIC SCHOOL
151813,BIHAR,DARBHANGA,DARBHANGA JR. PUBLIC SCHOOL
151814,BIHAR,DARBHANGA,DARBHANGA PUBLIC SCHOOL
151901,BIHAR,GOPALGANJ,BIHAR VIKAS VIDYALAYA
151902,BIHAR,GOPALGANJ,GYANDA INTERNATIONAL SCHOOL
151903,BIHAR,GOPALGANJ,RM PUBLIC SCHOOL
151904,BIHAR,GOPALGANJ,C B SEC EDU PUBLIC SCHOOL
151905,BIHAR,GOPALGANJ,KENDRIYA VIDYALAYA
151906,BIHAR,GOPALGANJ,DAV PUBLIC SCHOOL THAWE
152001,BIHAR,JAMUI,GOVT. ENGINEERING COLLEGE JAMUI
152101,BIHAR,JEHANABAD,DAV PUBLIC SCHOOL
152102,BIHAR,JEHANABAD,MANAS INTERNATIONAL PUBLIC SCHOOL
152201,BIHAR,KATIHAR,SCOTTISH PUBLIC SCHOOL KATIHAR
152202,BIHAR,KATIHAR,JAIMALA SHIKSHA NIKETAN
152203,BIHAR,KATIHAR,KENDRIYA VIDYALAYA KATIHAR
152204,BIHAR,KATIHAR,NEW PATTERN INTERNATIONAL SCHOOL
152205,BIHAR,KATIHAR,JAWAHAR NAVODAYA VIDYALAYA
152301,BIHAR,KHAGARIA,SL DAV PUBLIC SCHOOL KHAGARIA
152302,BIHAR,KHAGARIA,ROSE BUD ACADEMY KHAGARIA
152303,BIHAR,KHAGARIA,PM SHRI KENDRIYA VIDYALAYA KHAGARIA
152401,BIHAR,LAKHISARAI,DAV PUBLIC SCHOOL
152501,BIHAR,MADHEPURA,MAYA VIDYA NIKETAN
152502,BIHAR,MADHEPURA,DARJEELING PUBLIC SCHOL
152503,BIHAR,MADHEPURA,KIRAN PUBLIC SCHOOL
152504,BIHAR,MADHEPURA,HOLY CROSS SCHOOL
152601,BIHAR,MOTIHARI,LAXMI NARAYAN DUBEY MAHAVIDYALAY
152602,BIHAR,MOTIHARI,GOVERNMENT POLYTECHNIC MOTIHARI
152603,BIHAR,MOTIHARI,M S MEMO PUB SCHOOL
152604,BIHAR,MOTIHARI,ST XAVIER`S HIGH SCHOOL
152605,BIHAR,MOTIHARI,M J K GOVT. GIRLS INTER COLLEGE
152606,BIHAR,MOTIHARI,"MANGAL SEMANARY, MOTIHARI"
152607,BIHAR,MOTIHARI,MAHATMA GANDHI CENTRAL UNIVERSITY MAHATMA BUDHA PARISAR
152608,BIHAR,MOTIHARI,DELHI PUBIC SCHOOL
152609,BIHAR,MOTIHARI,MAHATMA GANDHI CENTRAL UNIVERSITY DDU PARISAR
152610,BIHAR,MOTIHARI,DAV PUBLIC SCHOOL
152701,BIHAR,MUNGER,DAV PUBLIC SCHOOL
152702,BIHAR,MUNGER,DAV PUBLIC SCHOOL
152801,BIHAR,MUZAFFARPUR,DAV PUBLIC SCHOOL
152802,BIHAR,MUZAFFARPUR,SHEMFORD FUTURISTIC SCHOOL
152803,BIHAR,MUZAFFARPUR,DAV PUBLIC SCHOOL
152804,BIHAR,MUZAFFARPUR,DOLPHIN PUBLIC SCHOOL
152805,BIHAR,MUZAFFARPUR,G.D. MOTHER INTERNATIONAL SCHOOL
152806,BIHAR,MUZAFFARPUR,HOLY MISSION SENIOR SECONDARY SCHOOL
152807,BIHAR,MUZAFFARPUR,PRABHAT TARA SCHOOL
152808,BIHAR,MUZAFFARPUR,SUNSHINE PREP. HIGH SCHOOL
160101,CHANDIGARH(UT),CHANDIGARH/MOHALI,ST. JOSEPH S SR. SEC. SCHOOL
160102,CHANDIGARH(UT),CHANDIGARH/MOHALI,POST GRADUATE GOVT. COLLEGE FOR GIRLS
160103,CHANDIGARH(UT),CHANDIGARH/MOHALI,GOVT. MODEL SENIOR SECONDARY SCHOOL
160104,CHANDIGARH(UT),CHANDIGARH/MOHALI,SHISHU NIKETAN PUBLIC SCHOOL
170101,CHHATTISGARH,BHILAI NAGAR/DURG,SHRI SHANKARACHARYA VIDYALAYA
170102,CHHATTISGARH,BHILAI NAGAR/DURG,KRISHNA PUBLIC SCHOOL
170103,CHHATTISGARH,BHILAI NAGAR/DURG,KENDRIYA VIDYALAYA DURG
170104,CHHATTISGARH,BHILAI NAGAR/DURG,DELHI PUBLIC SCHOOL RISALI SECTOR BHILAI DURG CG
170105,CHHATTISGARH,BHILAI NAGAR/DURG,BHILAI INSTITUTE OF TECHNOLOGY
170106,CHHATTISGARH,BHILAI NAGAR/DURG,SRI SANKARA VIDYALAYA
170107,CHHATTISGARH,BHILAI NAGAR/DURG,BSP SENIOR SECONDARY SCHOOL SECTOR - 7 BHILAI
170108,CHHATTISGARH,BHILAI NAGAR/DURG,K D PUBLIC SCHOOL
170109,CHHATTISGARH,BHILAI NAGAR/DURG,KRISHNA ENGINEERING COLLEGE
170110,CHHATTISGARH,BHILAI NAGAR/DURG,DELHI PUBLIC SCHOOL DURG
170111,CHHATTISGARH,BHILAI NAGAR/DURG,BSP SENIOR SECONDARY SCHOOL SECTOR - 10
170112,CHHATTISGARH,BHILAI NAGAR/DURG,MGM SENIOR SECONDARY SCHOOL
170113,CHHATTISGARH,BHILAI NAGAR/DURG,DAV PUBLIC SCHOOL
170114,CHHATTISGARH,BHILAI NAGAR/DURG,KRISHNA PUBLIC SCHOOL
170115,CHHATTISGARH,BHILAI NAGAR/DURG,SHARDA VIDYALAYA
170201,CHHATTISGARH,BILASPUR (CG),KRISHNA PUBLIC SCHOOL
170202,CHHATTISGARH,BILASPUR (CG),S.E.C.RAILWAY HIGHER SECONDARY SCHOOL (NO.-1)
170203,CHHATTISGARH,BILASPUR (CG),DELHI PUBLIC SCHOOL BILASPUR
170204,CHHATTISGARH,BILASPUR (CG),ST XAVIERS HIGH SCHOOL
170205,CHHATTISGARH,BILASPUR (CG),MAHARISHI VIDYA MANDIR
170206,CHHATTISGARH,BILASPUR (CG),ST FRANCIS HR. SEC. SCHOOL
170207,CHHATTISGARH,BILASPUR (CG),BRILLIANT PUBLIC SCHOOL
170208,CHHATTISGARH,BILASPUR (CG),KENDRIYA VIDYALAYA BILASPUR
170209,CHHATTISGARH,BILASPUR (CG),NUVOCO PUBLIC SCHOOL
170210,CHHATTISGARH,BILASPUR (CG),ST. VINCENT PALLOTTI SR. SEC. SCHOOL BILASPUR
170211,CHHATTISGARH,BILASPUR (CG),ST. XAVIERS HIGH SCHOOL
170212,CHHATTISGARH,BILASPUR (CG),COLONELS ACADEMY OF RADIANT EDUCATION
170213,CHHATTISGARH,BILASPUR (CG),SEC RAILWAY HR. SEC SCHOOL NO. 2
170214,CHHATTISGARH,BILASPUR (CG),AADHARSHILA VIDYA MANDIR
170215,CHHATTISGARH,BILASPUR (CG),BAL BHARATI PUBLIC SCHOOL
170301,CHHATTISGARH,RAIPUR,KRISHNA PUBLIC SCHOOL
170302,CHHATTISGARH,RAIPUR,HOLY HEARTS EDUCATIONAL ACADEMY
170303,CHHATTISGARH,RAIPUR,MAHARISHI VIDYA MANDIR
170304,CHHATTISGARH,RAIPUR,HOLY CROSS SENIOR SECONDARY SCHOOL KAPA
170305,CHHATTISGARH,RAIPUR,DELHI PUBLIC SCHOOL RAIPUR
170306,CHHATTISGARH,RAIPUR,HOLY CROSS SENIOR SECONDARY SCHOOL
170307,CHHATTISGARH,RAIPUR,ST. JOSEPH`S SENIOR SECONDARY SCHOOL
170308,CHHATTISGARH,RAIPUR,RYAN INTERNATIONAL SCHOOL
170309,CHHATTISGARH,RAIPUR,BRIGHTON INTL SCH NR VIDHAN SABHA NARDAHA RAIPUR
170310,CHHATTISGARH,RAIPUR,SHRI GUJRATI ENG MED HR SEC SCHOOL RAIPUR CG
170311,CHHATTISGARH,RAIPUR,ADARSH VIDYALAYA
170312,CHHATTISGARH,RAIPUR,KRISHNA PUBLIC SCHOOL INTERNATIONAL
170313,CHHATTISGARH,RAIPUR,PRANAVANANDA ACADEMY
170314,CHHATTISGARH,RAIPUR,ADARSH VIDYALAYA
170315,CHHATTISGARH,RAIPUR,DAFFODILS ENGLISH SCHOOL
170316,CHHATTISGARH,RAIPUR,KAANGER VALLEY ACADEMY
170317,CHHATTISGARH,RAIPUR,GYAN GANGA EDUCATIONAL ACADEMY
170401,CHHATTISGARH,AMBIKAPUR,HOLYCROSS CONVENT SR. SEC. SCHOOL
170402,CHHATTISGARH,AMBIKAPUR,SHRI SAI BABA AADARSH MAHAVIDYALAYA
170403,CHHATTISGARH,AMBIKAPUR,GOVT. MULTIPURPOSE HSS
170404,CHHATTISGARH,AMBIKAPUR,ORIENTAL PUBLIC SCHOOL
170405,CHHATTISGARH,AMBIKAPUR,GOVT. GIRLS SCHOOL
170406,CHHATTISGARH,AMBIKAPUR,PM SHRI KENDRIYA VIDYALAYA
170407,CHHATTISGARH,AMBIKAPUR,URSULINE GIRLS HR.SEC.SCHOOL
170408,CHHATTISGARH,AMBIKAPUR,DASHMESH PUB. SCHOOL
170409,CHHATTISGARH,AMBIKAPUR,SHRI SAI BABA SCHOOL
170410,CHHATTISGARH,AMBIKAPUR,NEW DELHI PUBLIC SCHOOL
170501,CHHATTISGARH,BALOD,GOVT.BOYS ADARSH HR.SEC.SCHOOL BALOD
170502,CHHATTISGARH,BALOD,GOVT ADARSH GIRLS HR.SEC.SCHOOL BALOD
170601,CHHATTISGARH,BIJAPUR,DAVMPS AWAPALLI BIJAPUR
170701,CHHATTISGARH,DANTEWADA,"GOVT. DANTESHWARI P.G. COLLEGE, DANTEWADA (C.G.)"
170702,CHHATTISGARH,DANTEWADA,SWAMI ATMANAND GOVT. UTKRISHT HINDI MEDIUM HIGHER SECONDARY SCHOOL DANTEWADA
170801,CHHATTISGARH,DHAMTARI,MENNONITE ENGLISH SR. SECONDARY SCHOOL
170802,CHHATTISGARH,DHAMTARI,DELHI PUBLIC SCHOOL SANKARA DHAMTARI CG
170901,CHHATTISGARH,JAGDALPUR,GOVT KAKTIYA P G COLLEGE
170902,CHHATTISGARH,JAGDALPUR,"GOVERNMENT MULTIPURPOSE HIGHER SECINDARY SCHOO, JAGDALPUR, BASTAR. CG"
170903,CHHATTISGARH,JAGDALPUR,GOVT. MAHARANI LAXMIBAI GIRLS HIGHER SECONDARY SCHOOL NO.1
171001,CHHATTISGARH,JANJGIR,DELHI PUBLIC SCHOOL
171002,CHHATTISGARH,JANJGIR,GURUKUL INTERNATIONAL SCHOOL
171003,CHHATTISGARH,JANJGIR,BRILLIANT PUBLIC SCHOOL
171101,CHHATTISGARH,KANKER,BHANU PRATAP DEO GOVT. P.G. COLLEGE
171102,CHHATTISGARH,KANKER,GOVT NARHAR DEV HIGHER SECONDARY SCHOOL
171103,CHHATTISGARH,KANKER,ST. MICHAEL''S HIGHER SECONDARY SCHOOL
171201,CHHATTISGARH,KONDAGAON,SWAMI AATMANAND UTKRIST HINDI MADHYAM VIDHYALAYA TEHSILPARA KONDAGAON
171202,CHHATTISGARH,KONDAGAON,GOVT BOYS HIG SEC. SCHOOL KONDAGAON C. G.
171301,CHHATTISGARH,KORBA,NEW ERA PROGRESSIVE SCHOOL
171302,CHHATTISGARH,KORBA,ST XAVIERS PUBLIC SCHOOL
171303,CHHATTISGARH,KORBA,DELHI PUBLIC SCHOOL
171401,CHHATTISGARH,MAHASAMUND,WEIDNER MEMORIAL SR SEC SCHOOL
171402,CHHATTISGARH,MAHASAMUND,GOOD SHEPHERD SCHOOL
171403,CHHATTISGARH,MAHASAMUND,MAHARSHI VIDYA MANDIR
171404,CHHATTISGARH,MAHASAMUND,RIVERDALE WORLD SCHOOL
171501,CHHATTISGARH,NARAYANPUR,GOVT. BOYS HIGHER SECONDARY SCHOOL NARAYANPUR
171601,CHHATTISGARH,RAIGARH,O P JINDAL SCHOOL KHARSIA ROAD
171602,CHHATTISGARH,RAIGARH,KENDRIYA VIDYALAYA RAIGARH
171603,CHHATTISGARH,RAIGARH,ST. TERESSA''S CONVENT SCHOOL
171604,CHHATTISGARH,RAIGARH,GOVT HIGHER SECONDARY SCHOOL JUTEMILL RAIGARH
171605,CHHATTISGARH,RAIGARH,GOVT HIGHER SECONDARY SCHOOL
171701,CHHATTISGARH,RAJNANDGAON,"WEIDNER MEMORIAL SENIOR SECONDARY SCHOOL, RAJNANDGAON"
171702,CHHATTISGARH,RAJNANDGAON,"NEERAJ PUBLIC SCHOOL, RAJNANDGAON"
171703,CHHATTISGARH,RAJNANDGAON,NEERAJ BAJPAYEE INTERNATIONAL SCHOOL
171704,CHHATTISGARH,RAJNANDGAON,"DELHI PUBLIC SCHOOL, RAJNANDGAON"
171705,CHHATTISGARH,RAJNANDGAON,"WESLEYAN ENGLISH MEDIUM HIGHER SEC. SCHOOL, RAJNANDGAON"
171706,CHHATTISGARH,RAJNANDGAON,"YUGANTAR PUBLIC SCHOOL, RAJNANDGAON"
171801,CHHATTISGARH,SUKMA,"GOVERNMENT BOYS HIGHER SECONDARY SCHOOL, SUKMA"
171901,CHHATTISGARH,MANENDRAGARH,DELHI WORLD PUBLIC SCHOOL MDGR
180101,DADRA AND NAGAR HAVELI (UT),SILVASSA,LIONS ENGLISH SCHOOL
180102,DADRA AND NAGAR HAVELI (UT),SILVASSA,ALOK PUBLIC SCHOOL SAYALI SILVASSA D&NH
180103,DADRA AND NAGAR HAVELI (UT),SILVASSA,ST XAVIERS SCHOOL BHURKUD FALIA SILVASSA D&NH
180104,DADRA AND NAGAR HAVELI (UT),SILVASSA,ADAVAITA GURUKUL
190101,DAMAN AND DIU (UT),DAMAN,COAST GUARD PUBLIC SCHOOL
190201,DAMAN AND DIU (UT),DIU,GOVT. HIGHER SECONDARY SCHOOL
200101,DELHI,DELHI/NEW DELHI,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY
200102,DELHI,DELHI/NEW DELHI,MOUNT ABU PUBLIC SCHOOL
200103,DELHI,DELHI/NEW DELHI,MOTHER DIVINE PUBLIC SCHOOL
200104,DELHI,DELHI/NEW DELHI,DE INDIAN PUBLIC SCHOOL
200105,DELHI,DELHI/NEW DELHI,HIMALAYA PUB SR SEC SCH
200106,DELHI,DELHI/NEW DELHI,KULACHI HANSRAJ MODEL SCHOOL
200107,DELHI,DELHI/NEW DELHI,LANCERS CONVENT SSS PRASHANT VIHAR ROHINI DLI
200108,DELHI,DELHI/NEW DELHI,S D SARASWATI BAL MANDIR
200109,DELHI,DELHI/NEW DELHI,MAHARAJA AGARSAIN PUBLIC SCHOOL
200110,DELHI,DELHI/NEW DELHI,REMAL PUBLIC SCHOOL
200111,DELHI,DELHI/NEW DELHI,VIKAS BHARATI PUBLIC SCHOOL
200112,DELHI,DELHI/NEW DELHI,VIDYA BHARATI SCHOOL
200113,DELHI,DELHI/NEW DELHI,MAHARAJA AGGARSAIN ADARSH PUBLIC SCHOOL
200114,DELHI,DELHI/NEW DELHI,CRPF PUBLIC SCHOOL
200115,DELHI,DELHI/NEW DELHI,D A V PUBLIC SCHOOL SECTOR VII ROHINI DELHI
200116,DELHI,DELHI/NEW DELHI,DELHI PUBLIC SCHOOL
200117,DELHI,DELHI/NEW DELHI,MOUNT ABU PUBLIC SCHOOL
200118,DELHI,DELHI/NEW DELHI,DECENT PUBLIC SCHOOL
200119,DELHI,DELHI/NEW DELHI,HAPPY HOME PUBLIC SCHOOL
200120,DELHI,DELHI/NEW DELHI,DOON PUBLIC SCHOOL
200121,DELHI,DELHI/NEW DELHI,BRILLIANTS CONVENT PUBLIC SCHOOL
200122,DELHI,DELHI/NEW DELHI,KENDRIYA VIDYALAYA NO. III DELHI CANTT
200123,DELHI,DELHI/NEW DELHI,BOSCO PUBLIC SCHOOL
200124,DELHI,DELHI/NEW DELHI,K R MANGLAM WORLD SCHOOL
200125,DELHI,DELHI/NEW DELHI,ABHINAV PUBLIC SCHOOL
200126,DELHI,DELHI/NEW DELHI,GURUSHARAN CONVENT
200127,DELHI,DELHI/NEW DELHI,ST FROEBEL SENIOR SECONDARY SCHOOL
200128,DELHI,DELHI/NEW DELHI,KAMAL MODEL SR SEC SCHOOL
200129,DELHI,DELHI/NEW DELHI,ST.MARKS SR.SEC.PUBLIC SCHOOL
200130,DELHI,DELHI/NEW DELHI,DIVINE HAPPY SR SEC SCHOOL
200131,DELHI,DELHI/NEW DELHI,DARBARI LAL DAV MODEL SCHOOL
200132,DELHI,DELHI/NEW DELHI,D A V PUBLIC SCHOOL
200133,DELHI,DELHI/NEW DELHI,GURU NANAK PUBLIC SCHOOL
200134,DELHI,DELHI/NEW DELHI,ARVIND GUPTA DAV CENTENARY PUBLIC SCHOOL
200135,DELHI,DELHI/NEW DELHI,GYAN MANDIR PUBLIC SCHOOL
200136,DELHI,DELHI/NEW DELHI,GOVT. BOYS SR. SEC. SCHOOL
200137,DELHI,DELHI/NEW DELHI,KENDRIYA VIDYALAYA PITAMPURA
200138,DELHI,DELHI/NEW DELHI,THE VIVEK ANAND SCHOOL
200139,DELHI,DELHI/NEW DELHI,GOVT BOYS SR.SEC.SCHOOL
200140,DELHI,DELHI/NEW DELHI,GOVT CO-ED SARVODAYA VIDYALAYA
200141,DELHI,DELHI/NEW DELHI,GOVT SARVODAYA BBAL VIDYALAYA
200142,DELHI,DELHI/NEW DELHI,INDRAPRASTHA CONVENT SCHOOL BEGUMPUR DELHI
200143,DELHI,DELHI/NEW DELHI,MAHARAJA AGRASEN PUBLIC SCHOOL
200144,DELHI,DELHI/NEW DELHI,SARVODAYA BAL VIDYALAYA
200145,DELHI,DELHI/NEW DELHI,GOVT CO-ED SARVODAYA VIDYALAYA
200146,DELHI,DELHI/NEW DELHI,GOVT BOYS SR. SEC. SCHOOL
200147,DELHI,DELHI/NEW DELHI,LAVI PUBLIC SCHOOL
200148,DELHI,DELHI/NEW DELHI,SAVODAYA BAL VIDYALAYA
200149,DELHI,DELHI/NEW DELHI,GOVT SARVODAYA BAL VIDYALAYA
200150,DELHI,DELHI/NEW DELHI,GOVT BOYS SR. SEC SCHOOL
200151,DELHI,DELHI/NEW DELHI,KENDRIYA VIDYALAYA
200152,DELHI,DELHI/NEW DELHI,RAJKIYA PRATIBHA VIKAS VIDYALAYA
200153,DELHI,DELHI/NEW DELHI,SARVODAYA BAL VIDYALAYA
200154,DELHI,DELHI/NEW DELHI,SARVODAYA CO ED SR.SEC.SCHOOL
200155,DELHI,DELHI/NEW DELHI,SARVODAYA VIDYALAYA
200156,DELHI,DELHI/NEW DELHI,SARVODAYA VIDYALAYA
200157,DELHI,DELHI/NEW DELHI,MAHAVIR SENIOR MODEL SCHOOL
200158,DELHI,DELHI/NEW DELHI,DR.AMBEDKAR SCHOOL OF SPECILISED EXCELLENCE
200159,DELHI,DELHI/NEW DELHI,GOVT GIRLS SR.SEC.SCHOOL
200160,DELHI,DELHI/NEW DELHI,ST. ANDREWS SCOTS SR. SEC. SCHOOL
200161,DELHI,DELHI/NEW DELHI,EVERGREEN PUBLIC SCHOOL
200162,DELHI,DELHI/NEW DELHI,BAL MANDIR SR SEC SCHOOL
200163,DELHI,DELHI/NEW DELHI,FLORA DALE SR SECONDARY SCHOOL
200164,DELHI,DELHI/NEW DELHI,SARDAR PATEL PUBLIC SR. SEC. SCHOOL
200165,DELHI,DELHI/NEW DELHI,KENDRIYA VIDYALAYA
200166,DELHI,DELHI/NEW DELHI,RYAN INTERNATIONAL SCHOOL
200167,DELHI,DELHI/NEW DELHI,LOVELY PUBLIC SENIOR SECONDARY SCHOOL
200168,DELHI,DELHI/NEW DELHI,PM SHRI KV AGCR COLONY DELHI
200169,DELHI,DELHI/NEW DELHI,AHLCON INTERNATIONAL SCHOOL
200170,DELHI,DELHI/NEW DELHI,RAJKIYA SARVODAYA KANYA VIDYALAYA
200171,DELHI,DELHI/NEW DELHI,DAV PUBLIC SCHOOL
200172,DELHI,DELHI/NEW DELHI,KALA NIKETAN INTERNATIONAL SCHOOL
200173,DELHI,DELHI/NEW DELHI,LITTLE FLOWERS PUBLIC SR. SEC. SCHOOL
200174,DELHI,DELHI/NEW DELHI,PMSHRI K V KHICHRIPUR
200175,DELHI,DELHI/NEW DELHI,RAJKIYA PRATIBHA VIKAS VIDYALAYA
