City,count,mean,std,min,25%,50%,75%,max
120501,1182.0,340.8181049069374,175.2250660924157,-15.0,193.25,348.5,481.75,720.0
120502,1008.0,338.1984126984127,177.25079802263988,4.0,183.0,347.5,482.25,700.0
120503,948.0,341.1518987341772,178.2944722201687,0.0,189.5,349.0,482.25,720.0
120504,713.0,346.6479663394109,177.84671249544388,15.0,191.0,345.0,495.0,720.0
120505,637.0,340.49764521193094,176.05546602445426,10.0,202.0,354.0,480.0,710.0
120506,613.0,358.37194127243066,166.5018066860598,13.0,235.0,368.0,485.0,710.0
120507,614.0,360.1840390879479,173.53526000752052,18.0,224.75,370.0,495.75,710.0
120508,592.0,329.0033783783784,176.92993820790346,-2.0,178.75,332.0,466.0,715.0
120509,572.0,345.1958041958042,186.55027573394239,0.0,190.0,343.0,507.0,715.0
120510,523.0,331.54493307839385,177.72350180010864,20.0,172.0,334.0,479.0,715.0
120511,499.0,358.7755511022044,167.06748306909716,18.0,234.5,366.0,490.0,705.0
120512,497.0,338.54527162977865,178.5818757702066,-2.0,194.0,340.0,487.0,715.0
120513,503.0,357.87872763419483,171.87227492883926,5.0,222.0,373.0,497.5,710.0
120514,498.0,362.3614457831325,162.96876630898234,11.0,237.0,369.0,485.75,705.0
120515,496.0,331.58870967741933,172.67726711800196,6.0,186.0,330.0,466.25,688.0
120516,478.0,327.9769874476987,169.98578524158103,5.0,190.0,324.5,461.75,715.0
120517,477.0,345.42767295597486,174.72147556186295,5.0,193.0,353.0,488.0,705.0
120518,472.0,341.6313559322034,180.72028483314907,2.0,188.0,355.0,482.25,700.0
120519,472.0,339.0974576271187,174.2852039266319,-29.0,192.5,344.0,482.25,710.0
120520,474.0,337.21729957805906,175.03435252164405,29.0,186.0,338.0,484.0,700.0
120521,405.0,343.4345679012346,175.78216658475665,6.0,200.0,341.0,493.0,696.0
120522,402.0,359.3532338308458,174.0652974677426,-4.0,217.25,353.5,492.0,710.0
120523,379.0,347.52242744063324,182.49410050163667,18.0,178.0,359.0,490.5,690.0
120524,355.0,352.10985915492955,177.88557799137268,-11.0,202.5,360.0,495.5,710.0
120525,357.0,326.69187675070026,170.14851498890192,-5.0,185.0,321.0,464.0,691.0
120526,330.0,333.9727272727273,173.06116383287682,20.0,190.0,336.5,468.75,711.0
122801,404.0,371.93564356435644,192.90398186709453,12.0,186.75,412.0,539.25,705.0
122802,214.0,370.4299065420561,192.94973011182464,14.0,197.0,399.0,522.25,710.0
122803,389.0,363.32390745501283,194.10130729588298,4.0,169.0,385.0,538.0,710.0
160101,1172.0,301.66808873720134,175.0228334171049,10.0,160.0,270.5,429.5,715.0
160102,1173.0,305.78090366581415,179.17267847949688,0.0,152.0,273.0,444.0,715.0
160103,704.0,303.70170454545456,182.32244956633033,15.0,155.0,262.0,445.25,710.0
160104,481.0,311.7692307692308,177.22512392796358,15.0,156.0,279.0,447.0,700.0
200214,315.0,302.984126984127,200.1660212248259,-14.0,113.5,277.0,465.5,697.0
200216,291.0,295.5704467353952,198.14455978368093,9.0,115.0,270.0,448.0,710.0
200223,263.0,297.99239543726236,197.1411512843936,1.0,116.0,263.0,468.5,705.0
220101,943.0,300.5609756097561,180.8175061627836,7.0,150.0,258.0,434.0,705.0
220108,586.0,300.33617747440275,178.24452029091773,-7.0,160.25,261.5,426.5,715.0
220301,594.0,369.40909090909093,176.7216807012189,25.0,227.0,359.0,522.75,705.0
220302,477.0,337.5660377358491,169.87682864760666,38.0,202.0,318.0,484.0,700.0
220303,479.0,333.05845511482255,168.38877338655703,16.0,189.5,328.0,478.0,670.0
220304,478.0,313.85564853556485,171.55031802281647,30.0,167.0,289.5,463.0,700.0
220305,382.0,330.4685863874345,173.26207239253196,23.0,174.25,314.5,473.5,691.0
220306,382.0,325.4921465968586,167.63492608075202,15.0,180.5,316.5,462.5,680.0
220307,359.0,322.46796657381617,165.914609032919,33.0,181.0,304.0,474.0,690.0
220308,357.0,337.4453781512605,162.75976803971722,25.0,205.0,318.0,470.0,677.0
220309,359.0,323.41782729805016,167.18034057112837,30.0,176.5,303.0,452.0,662.0
220310,359.0,322.8022284122563,165.8516278277692,27.0,181.5,306.0,451.0,700.0
220311,334.0,342.07784431137725,174.94077913496346,25.0,188.0,328.0,490.75,695.0
220312,308.0,332.1655844155844,167.41458569151973,-8.0,198.25,324.5,474.75,656.0
220313,240.0,327.26666666666665,166.73631794261252,0.0,186.75,320.5,465.25,680.0
220314,240.0,346.06666666666666,178.516374474079,23.0,180.25,350.0,507.25,690.0
220315,236.0,327.53389830508473,161.09696734752129,41.0,190.0,318.5,449.0,666.0
220316,216.0,338.125,170.53551256706513,20.0,188.5,325.0,477.5,695.0
220701,1968.0,374.9923780487805,180.9413459071861,-3.0,225.0,381.0,526.0,720.0
220702,1189.0,314.780487804878,169.96112079507103,-11.0,164.0,301.0,451.0,705.0
220703,997.0,326.5656970912738,174.95268708342655,16.0,174.0,311.0,480.0,695.0
220704,992.0,314.7943548387097,172.44454218546053,3.0,165.0,288.5,464.0,692.0
220705,973.0,323.1294964028777,175.00462569857515,-8.0,169.0,300.0,477.0,710.0
220706,757.0,316.0488771466314,172.9602103963547,-14.0,168.0,283.0,466.0,710.0
220707,283.0,305.5583038869258,169.10689250337626,19.0,160.5,269.0,459.0,710.0
220902,584.0,300.833904109589,180.82622880405594,-15.0,150.0,269.0,438.25,710.0
220905,467.0,294.13490364025694,177.41173529966966,-3.0,147.0,259.0,418.0,715.0
